,year,month,day,price,built_yr,apt_name,dong_name,size
829,2024,9,6,"706,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,198.22
830,2024,9,6,"706,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,198.22
831,2024,9,6,"706,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,198.22
832,2024,9,6,"360,000",1996,한신진일빌라트,서울특별시 서초구 잠원동,209.73
833,2024,9,5,"190,500",2001,서초삼성래미안,서울특별시 서초구 서초동,84.89
834,2024,9,5,"27,500",2002,서초동삼성쉐르빌2,서울특별시 서초구 서초동,35.22
835,2024,9,5,"430,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,84.93
836,2024,9,5,"54,000",2001,대우아이빌,서울특별시 서초구 잠원동,34.72
837,2024,9,5,"272,000",2002,동아,서울특별시 서초구 잠원동,84.91
838,2024,9,4,"360,000",2022,반포르엘2차,서울특별시 서초구 잠원동,84.1269
839,2024,9,4,"175,000",2006,쌍용예가클래식,서울특별시 서초구 방배동,89.844
840,2024,9,4,"350,000",2012,반포힐스테이트,서울특별시 서초구 반포동,84.8
841,2024,9,3,"186,000",1994,현대맨션,서울특별시 서초구 방배동,205.35
842,2024,9,3,"58,000",2012,훼미리타운,서울특별시 서초구 방배동,39.79
843,2024,9,3,"168,700",2019,방배 서리풀 그랑블,서울특별시 서초구 방배동,84.979
844,2024,9,3,"152,000",2013,서초네이처힐3단지,서울특별시 서초구 우면동,84.77
845,2024,9,3,"430,000",2021,서초그랑자이,서울특별시 서초구 서초동,119.41
846,2024,9,3,"145,000",1991,우성,서울특별시 서초구 양재동,73.15
847,2024,9,3,"338,000",2016,래미안신반포팰리스,서울특별시 서초구 잠원동,84.49
848,2024,9,2,"204,000",1976,삼호2,서울특별시 서초구 방배동,131.41
849,2024,9,2,"140,000",1996,우성KBS(113동),서울특별시 서초구 양재동,84.69
850,2024,9,2,"531,000",2009,반포자이,서울특별시 서초구 반포동,132.439
851,2024,9,1,"165,000",1999,방배1차현대홈타운,서울특별시 서초구 방배동,59.94
852,2024,9,1,"297,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,147.7221
853,2024,9,1,"216,000",1992,한신로얄,서울특별시 서초구 잠원동,81.23
854,2024,9,1,"183,000",1991,현대동궁아파트,서울특별시 서초구 반포동,82.35
855,2024,9,1,"217,000",1999,방배1차현대홈타운,서울특별시 서초구 방배동,84.96
856,2024,8,31,"264,500",2003,서초래미안,서울특별시 서초구 서초동,111.32
857,2024,8,31,"291,000",2009,반포자이,서울특별시 서초구 반포동,59.98
858,2024,8,31,"353,000",2010,반포리체,서울특별시 서초구 반포동,84.967
859,2024,8,31,"480,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.95
860,2024,8,31,"345,000",2018,반포래미안아이파크,서울특별시 서초구 반포동,84.93
861,2024,8,31,"333,000",2018,반포써밋,서울특별시 서초구 반포동,84.9716
862,2024,8,31,"295,000",2018,신반포자이,서울특별시 서초구 잠원동,59.93
863,2024,8,31,"284,500",1984,신반포25,서울특별시 서초구 잠원동,84.49
864,2024,8,31,"284,500",1984,신반포25,서울특별시 서초구 잠원동,84.49
865,2024,8,31,"333,000",2018,반포써밋,서울특별시 서초구 반포동,84.9716
866,2024,8,31,"172,000",1995,라인,서울특별시 서초구 반포동,84.89
867,2024,8,31,"125,000",2015,서초포레스타2단지,서울특별시 서초구 내곡동,59.21
868,2024,8,31,"155,000",2014,서초더샵포레,서울특별시 서초구 내곡동,84.81
869,2024,8,31,"173,000",2004,쏠레뉴,서울특별시 서초구 반포동,115.92
870,2024,8,31,"289,000",2018,래미안서초에스티지S,서울특별시 서초구 서초동,84.8
871,2024,8,31,"296,000",2006,롯데캐슬클래식,서울특별시 서초구 서초동,120.18
872,2024,8,31,"155,000",2005,서초트라팰리스,서울특별시 서초구 서초동,81.76
873,2024,8,30,"265,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,84.9145
874,2024,8,30,"125,000",2011,서초네이처힐7단지,서울특별시 서초구 우면동,59.99
875,2024,8,30,"330,000",2004,롯데캐슬갤럭시(50-1),서울특별시 서초구 잠원동,132.16
876,2024,8,30,"190,000",2008,데뜨아르,서울특별시 서초구 잠원동,84.99
877,2024,8,30,"109,250",2013,엘에이치서초4단지,서울특별시 서초구 우면동,51.89
878,2024,8,30,"280,000",2010,반포리체,서울특별시 서초구 반포동,59.993
879,2024,8,30,"850,000",2016,아크로리버파크,서울특별시 서초구 반포동,178.94
880,2024,8,30,"110,000",1994,한라,서울특별시 서초구 우면동,59.98
881,2024,8,30,"145,000",2001,서초한신,서울특별시 서초구 서초동,84.99
882,2024,8,30,"268,000",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
883,2024,8,30,"392,000",1988,삼풍아파트,서울특별시 서초구 서초동,163.81
884,2024,8,30,"170,000",1989,아남,서울특별시 서초구 서초동,84.38
885,2024,8,30,"260,000",2003,서초래미안,서울특별시 서초구 서초동,111.32
886,2024,8,30,"140,000",2003,선영베스트,서울특별시 서초구 방배동,96.66
887,2024,8,30,"217,000",2002,방배2차상지리츠빌,서울특별시 서초구 방배동,163.48
888,2024,8,30,"90,000",2004,명지해드는터,서울특별시 서초구 방배동,104.16
889,2024,8,29,"280,000",1987,반포미도,서울특별시 서초구 반포동,84.96
890,2024,8,29,"428,000",2018,신반포자이,서울특별시 서초구 잠원동,98.45
891,2024,8,29,"227,000",2002,동아,서울특별시 서초구 잠원동,59.92
892,2024,8,29,"32,000",2003,서초이오빌,서울특별시 서초구 서초동,36.66
893,2024,8,29,"346,000",2010,반포리체,서울특별시 서초구 반포동,84.967
894,2024,8,28,"111,000",1997,서초녹원,서울특별시 서초구 서초동,59.78
895,2024,8,28,"151,000",2012,서초힐스,서울특별시 서초구 우면동,84.97
896,2024,8,28,"320,000",1983,방배신삼호,서울특별시 서초구 방배동,164.97
897,2024,8,28,"290,000",1989,한강,서울특별시 서초구 잠원동,84.53
898,2024,8,28,"480,000",1978,신반포2,서울특별시 서초구 잠원동,137.66
899,2024,8,28,"199,000",1992,훼미리,서울특별시 서초구 잠원동,84.9
900,2024,8,28,"183,000",1987,한신서래,서울특별시 서초구 반포동,64.53
901,2024,8,28,"280,000",1987,반포미도,서울특별시 서초구 반포동,84.96
902,2024,8,28,"488,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.98
903,2024,8,28,"480,000",2018,반포래미안아이파크,서울특별시 서초구 반포동,130.93
904,2024,8,28,"600,000",2016,아크로리버파크,서울특별시 서초구 반포동,112.99
905,2024,8,28,"355,000",2010,반포리체,서울특별시 서초구 반포동,84.967
906,2024,8,28,"195,000",1993,유원서초,서울특별시 서초구 서초동,84.82
907,2024,8,27,"345,000",2018,반포래미안아이파크,서울특별시 서초구 반포동,84.93
908,2024,8,27,"174,000",2017,"마제스타시티(힐스테이트서리풀101,102동)",서울특별시 서초구 서초동,59.97
909,2024,8,27,"480,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.96
910,2024,8,26,"450,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.98
911,2024,8,26,"236,000",1979,진흥아파트,서울특별시 서초구 서초동,101.32
912,2024,8,26,"400,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,84.93
913,2024,8,26,"236,000",1979,진흥아파트,서울특별시 서초구 서초동,101.32
914,2024,8,26,"212,500",2002,동아,서울특별시 서초구 잠원동,59.8
915,2024,8,26,"230,000",2002,동아,서울특별시 서초구 잠원동,59.8
916,2024,8,26,"236,000",1979,진흥아파트,서울특별시 서초구 서초동,101.32
917,2024,8,26,"236,000",1979,진흥아파트,서울특별시 서초구 서초동,101.32
918,2024,8,26,"123,000",2006,삼환바우스,서울특별시 서초구 서초동,84.98
919,2024,8,26,"310,000",2004,롯데캐슬갤럭시(50-1),서울특별시 서초구 잠원동,132.16
920,2024,8,26,"263,000",2003,현대슈퍼빌,서울특별시 서초구 서초동,164.87
921,2024,8,26,"310,000",2017,서초푸르지오써밋,서울특별시 서초구 서초동,84.93
922,2024,8,25,"348,000",2012,반포힐스테이트,서울특별시 서초구 반포동,84.77
923,2024,8,25,"150,000",2012,서초네이처힐1단지,서울특별시 서초구 우면동,84.78
924,2024,8,25,"420,000",2018,반포래미안아이파크,서울특별시 서초구 반포동,112.96
925,2024,8,25,"180,000",1991,현대동궁아파트,서울특별시 서초구 반포동,81.9
926,2024,8,24,"190,000",2017,"마제스타시티(힐스테이트서리풀101,102동)",서울특별시 서초구 서초동,59.95
927,2024,8,24,"207,000",1992,한신로얄,서울특별시 서초구 잠원동,81.05
928,2024,8,24,"156,000",2014,서초더샵포레,서울특별시 서초구 내곡동,101.34
929,2024,8,24,"173,000",2006,방배서리풀힐스,서울특별시 서초구 방배동,128.11
930,2024,8,24,"220,000",2001,방배2차현대홈타운,서울특별시 서초구 방배동,84.94
931,2024,8,24,"269,000",1989,한강,서울특별시 서초구 잠원동,84.53
932,2024,8,24,"230,000",2001,방배2차현대홈타운,서울특별시 서초구 방배동,147.26
933,2024,8,24,"371,000",2018,신반포자이,서울특별시 서초구 잠원동,84.92
934,2024,8,24,"265,000",2021,서초그랑자이,서울특별시 서초구 서초동,59.98
935,2024,8,23,"217,000",2006,쌍용예가클래식,서울특별시 서초구 방배동,155.4471
936,2024,8,23,"120,000",2013,(토지임대부아파트)엘에이치서초5단지,서울특별시 서초구 우면동,84.99
937,2024,8,23,"396,000",2016,래미안신반포팰리스,서울특별시 서초구 잠원동,104.08
938,2024,8,23,"50,000",1996,킴스빌리지,서울특별시 서초구 잠원동,23.7
939,2024,8,23,"421,500",2021,디에이치반포라클라스,서울특별시 서초구 반포동,104.9812
940,2024,8,23,"578,000",2009,반포자이,서울특별시 서초구 반포동,165.446
941,2024,8,23,"276,000",2020,래미안 리더스원,서울특별시 서초구 서초동,59.97
942,2024,8,23,"29,400",2004,풍림아이원플러스,서울특별시 서초구 서초동,27.643
943,2024,8,23,"255,000",2003,현대슈퍼빌,서울특별시 서초구 서초동,164.87
944,2024,8,22,"440,000",2021,디에이치반포라클라스,서울특별시 서초구 반포동,115.943
945,2024,8,22,"202,500",1998,신반포청구,서울특별시 서초구 잠원동,59.91
946,2024,8,22,"460,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.95
947,2024,8,22,"240,000",2018,방배아트자이,서울특별시 서초구 방배동,84.9383
948,2024,8,22,"685,000",2009,반포자이,서울특별시 서초구 반포동,216.49
949,2024,8,22,"230,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,84.9145
950,2024,8,22,"230,000",1976,삼호3,서울특별시 서초구 방배동,257.12
951,2024,8,22,"698,000",2024,래미안원펜타스,서울특별시 서초구 반포동,121.6369
952,2024,8,21,"580,000",2009,반포자이,서울특별시 서초구 반포동,165.446
953,2024,8,21,"197,000",1975,삼호1동~3동,서울특별시 서초구 방배동,116.13
954,2024,8,21,"440,000",2016,래미안신반포팰리스,서울특별시 서초구 잠원동,133.01
955,2024,8,21,"440,000",2020,반포센트럴자이,서울특별시 서초구 잠원동,98.87
956,2024,8,21,"32,000",2003,서초이오빌,서울특별시 서초구 서초동,45.96
957,2024,8,21,"53,500",2003,대림서초리시온,서울특별시 서초구 서초동,49.92
958,2024,8,21,"144,000",2015,서초포레스타2단지,서울특별시 서초구 내곡동,84.87
959,2024,8,21,"148,100",2014,서초포레스타5단지,서울특별시 서초구 신원동,101.99
960,2024,8,21,"570,000",2016,아크로리버파크,서울특별시 서초구 반포동,112.97
961,2024,8,20,"255,000",1983,방배신삼호,서울특별시 서초구 방배동,105.04
962,2024,8,20,"109,000",1994,코오롱,서울특별시 서초구 우면동,52.47
963,2024,8,20,"108,000",2013,엘에이치서초4단지,서울특별시 서초구 우면동,51.89
964,2024,8,20,"595,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,135.92
965,2024,8,20,"230,000",2003,서초래미안,서울특별시 서초구 서초동,84.97
966,2024,8,20,"169,000",2020,서초센트럴IPARK,서울특별시 서초구 서초동,80.5981
967,2024,8,20,"174,000",1992,훼미리,서울특별시 서초구 잠원동,84.83
968,2024,8,20,"210,000",1983,신반포16,서울특별시 서초구 잠원동,52.26
969,2024,8,20,"215,000",2006,쌍용예가클래식,서울특별시 서초구 방배동,155.4471
970,2024,8,19,"349,300",2023,래미안원베일리,서울특별시 서초구 반포동,59.96
971,2024,8,19,"350,500",2018,반포래미안아이파크,서울특별시 서초구 반포동,84.93
972,2024,8,19,"63,000",2003,래미안서초유니빌,서울특별시 서초구 서초동,49.745
973,2024,8,19,"189,000",1983,신반포16,서울특별시 서초구 잠원동,53.43
974,2024,8,19,"500,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.98
975,2024,8,19,"190,000",2018,방배아트자이,서울특별시 서초구 방배동,59.9938
976,2024,8,19,"182,500",1987,강변,서울특별시 서초구 잠원동,84.53
977,2024,8,19,"353,000",2022,반포르엘2차,서울특별시 서초구 잠원동,84.1269
978,2024,8,19,"459,000",2020,래미안 리더스원,서울특별시 서초구 서초동,135.83
979,2024,8,19,"175,000",1989,현대아파트,서울특별시 서초구 서초동,84.33
980,2024,8,19,"480,000",2022,반포르엘,서울특별시 서초구 잠원동,121.6097
981,2024,8,19,"179,000",2005,방배래미안타워,서울특별시 서초구 방배동,102.93
982,2024,8,19,"539,000",1978,신반포2,서울특별시 서초구 잠원동,150.58
983,2024,8,19,"350,500",2018,반포래미안아이파크,서울특별시 서초구 반포동,84.93
984,2024,8,19,"300,000",1978,신반포2,서울특별시 서초구 잠원동,68.91
985,2024,8,19,"189,000",1983,신반포16,서울특별시 서초구 잠원동,53.43
986,2024,8,19,"146,000",2012,서초힐스,서울특별시 서초구 우면동,84.96
987,2024,8,19,"435,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.95
988,2024,8,18,"350,000",1983,방배신삼호,서울특별시 서초구 방배동,185.46
989,2024,8,18,"165,000",1998,우성아파트,서울특별시 서초구 서초동,57.26
990,2024,8,18,"197,000",2001,서초금호어울림,서울특별시 서초구 서초동,146.13
991,2024,8,17,"310,000",2004,아크로비스타,서울특별시 서초구 서초동,161.94
992,2024,8,17,"470,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.95
993,2024,8,17,"299,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,59.89
994,2024,8,17,"534,000",2009,반포자이,서울특별시 서초구 반포동,132.439
995,2024,8,17,"205,000",1996,한신타워,서울특별시 서초구 잠원동,59.81
996,2024,8,17,"250,000",1992,한신,서울특별시 서초구 잠원동,84.52
997,2024,8,17,"232,000",2006,롯데캐슬클래식,서울특별시 서초구 서초동,74.3
998,2024,8,17,"323,000",2017,서초푸르지오써밋,서울특별시 서초구 서초동,104.19
999,2024,8,17,"318,000",2017,서초푸르지오써밋,서울특별시 서초구 서초동,97.7
1000,2024,8,17,"385,000",2020,래미안 리더스원,서울특별시 서초구 서초동,114.94
1001,2024,8,17,"140,000",2004,티에스프리우스,서울특별시 서초구 서초동,108.34
1002,2024,8,17,"203,000",2000,서초4현대,서울특별시 서초구 서초동,84.95
1003,2024,8,17,"280,000",1987,반포미도,서울특별시 서초구 반포동,84.96
1004,2024,8,17,"145,000",2013,서초포레스타7단지,서울특별시 서초구 신원동,59.81
1005,2024,8,17,"31,000",2005,방배대우디오빌,서울특별시 서초구 방배동,29.6
1006,2024,8,17,"299,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,147.7221
1007,2024,8,17,"157,000",1975,삼호1동~3동,서울특별시 서초구 방배동,81.39
1008,2024,8,17,"200,000",1975,삼호1동~3동,서울특별시 서초구 방배동,116.13
1009,2024,8,17,"249,000",1976,삼호3,서울특별시 서초구 방배동,181.6
1010,2024,8,16,"300,000",1976,삼호3,서울특별시 서초구 방배동,257.12
1011,2024,8,16,"165,500",1992,대우(효령),서울특별시 서초구 방배동,84.91
1012,2024,8,16,"200,000",2018,방배아트자이,서울특별시 서초구 방배동,59.9775
1013,2024,8,16,"118,000",1995,동고,서울특별시 서초구 우면동,77.14
1014,2024,8,16,"250,000",2010,서리풀e편한세상,서울특별시 서초구 방배동,84.97
1015,2024,8,16,"198,000",1993,유원서초,서울특별시 서초구 서초동,84.82
1016,2024,8,16,"250,000",1978,신동아아파트(1차),서울특별시 서초구 서초동,101.6
1017,2024,8,16,"330,000",2020,래미안 리더스원,서울특별시 서초구 서초동,84.94
1018,2024,8,16,"240,000",2009,서초아트자이,서울특별시 서초구 서초동,144.3141
1019,2024,8,16,"480,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.98
1020,2024,8,16,"184,000",2014,서초포레스타3단지,서울특별시 서초구 신원동,114.39
1021,2024,8,16,"780,000",2024,래미안원펜타스,서울특별시 서초구 반포동,155.8754
1022,2024,8,16,"352,000",2010,반포리체,서울특별시 서초구 반포동,84.967
1023,2024,8,15,"407,000",2018,아크로리버뷰신반포,서울특별시 서초구 잠원동,84.79
1024,2024,8,15,"149,000",2003,반포대우멤버스카운티,서울특별시 서초구 반포동,108.11
1025,2024,8,15,"197,000",1983,신반포16,서울특별시 서초구 잠원동,52.32
1026,2024,8,15,"260,000",1992,한신,서울특별시 서초구 잠원동,84.52
1027,2024,8,15,"125,000",2013,서초네이처힐6단지,서울특별시 서초구 우면동,59.99
1028,2024,8,15,"53,000",2003,대림서초리시온,서울특별시 서초구 서초동,49.92
1029,2024,8,15,"250,000",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
1030,2024,8,15,"119,000",1998,삼호한숲,서울특별시 서초구 방배동,59.98
1031,2024,8,15,"229,000",2006,쌍용예가클래식,서울특별시 서초구 방배동,155.4471
1032,2024,8,15,"268,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,147.7221
1033,2024,8,15,"161,000",2004,쏠레뉴,서울특별시 서초구 반포동,115.92
1034,2024,8,15,"402,500",2009,반포자이,서울특별시 서초구 반포동,84.998
1035,2024,8,14,"142,000",2013,서초네이처힐3단지,서울특별시 서초구 우면동,114.79
1036,2024,8,14,"45,000",2019,DK밸리뷰시티,서울특별시 서초구 서초동,28.14
1037,2024,8,14,"167,700",2013,서초호반써밋,서울특별시 서초구 우면동,101.0109
1038,2024,8,14,"160,000",1991,우성,서울특별시 서초구 양재동,84.88
1039,2024,8,14,"329,000",2020,래미안 리더스원,서울특별시 서초구 서초동,84.94
1040,2024,8,14,"260,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,84.974
1041,2024,8,14,"137,000",1999,서초현대,서울특별시 서초구 서초동,59.4
1042,2024,8,13,"180,000",1992,대우(효령),서울특별시 서초구 방배동,84.92
1043,2024,8,13,"320,000",1983,방배신삼호,서울특별시 서초구 방배동,185.46
1044,2024,8,13,"266,000",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
1045,2024,8,13,"28,000",2013,서초자연인아파트(102동),서울특별시 서초구 서초동,27.38
1046,2024,8,13,"332,000",2021,서초그랑자이,서울특별시 서초구 서초동,84.51
1047,2024,8,13,"332,000",2021,서초그랑자이,서울특별시 서초구 서초동,84.51
1048,2024,8,13,"537,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,117.12
1049,2024,8,13,"115,400",1996,우성KBS(113동),서울특별시 서초구 양재동,84.69
1050,2024,8,13,"54,000",2003,대림서초리시온,서울특별시 서초구 서초동,49.92
1051,2024,8,13,"210,000",1982,신반포19,서울특별시 서초구 잠원동,81
1052,2024,8,13,"223,000",2003,브라운스톤잠원,서울특별시 서초구 잠원동,84.94
1053,2024,8,13,"210,000",1982,신반포19,서울특별시 서초구 잠원동,81
1054,2024,8,12,"570,000",2016,아크로리버파크,서울특별시 서초구 반포동,112.96
1055,2024,8,12,"228,000",1993,한신그린,서울특별시 서초구 잠원동,84.89
1056,2024,8,12,"259,500",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
1057,2024,8,12,"360,000",1988,삼풍아파트,서울특별시 서초구 서초동,130.73
1058,2024,8,12,"195,000",2005,서초동롯데캐슬리버티,서울특별시 서초구 서초동,125.79
1059,2024,8,12,"223,000",2003,서초래미안,서울특별시 서초구 서초동,84.97
1060,2024,8,12,"358,500",2010,반포리체,서울특별시 서초구 반포동,84.967
1061,2024,8,12,"160,000",2006,방배브라운가,서울특별시 서초구 방배동,84.94
1062,2024,8,12,"129,000",2001,반포두산힐스빌,서울특별시 서초구 반포동,58.7
1063,2024,8,12,"480,000",2023,래미안원베일리,서울특별시 서초구 반포동,84.98
1064,2024,8,12,"570,000",2016,아크로리버파크,서울특별시 서초구 반포동,112.96
1065,2024,8,11,"200,000",1983,신반포16,서울특별시 서초구 잠원동,52.26
1066,2024,8,11,"123,000",2006,서초타운트라팰리스,서울특별시 서초구 서초동,82.9
1067,2024,8,11,"427,500",2009,래미안퍼스티지,서울특별시 서초구 반포동,84.93
1068,2024,8,11,"165,500",1992,대우(효령),서울특별시 서초구 방배동,84.91
1069,2024,8,11,"430,000",2019,래미안신반포리오센트,서울특별시 서초구 잠원동,133.37
1070,2024,8,10,"450,000",1979,신반포4,서울특별시 서초구 잠원동,137.1
1071,2024,8,10,"220,000",1989,반포미도2차아파트,서울특별시 서초구 반포동,71.49
1072,2024,8,10,"620,000",2023,래미안원베일리,서울특별시 서초구 반포동,116.92
1073,2024,8,10,"360,000",2023,래미안원베일리,서울특별시 서초구 반포동,59.96
1074,2024,8,10,"315,000",2018,반포써밋,서울특별시 서초구 반포동,84.4182
1075,2024,8,10,"31,900",2002,서초동삼성쉐르빌2,서울특별시 서초구 서초동,35.22
1076,2024,8,10,"150,000",1989,현대아파트,서울특별시 서초구 서초동,84.33
1077,2024,8,10,"250,000",2010,서초교대e편한세상,서울특별시 서초구 서초동,84.97
1078,2024,8,10,"214,000",1999,방배1차현대홈타운,서울특별시 서초구 방배동,84.96
1079,2024,8,10,"220,000",2018,방배아트자이,서울특별시 서초구 방배동,84.9152
1080,2024,8,10,"259,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,84.9145
1081,2024,8,10,"227,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,84.9145
1082,2024,8,10,"120,000",2015,서초포레스타2단지,서울특별시 서초구 내곡동,59.09
1083,2024,8,10,"146,500",2015,서초포레스타2단지,서울특별시 서초구 내곡동,84.48
1084,2024,8,10,"117,000",2011,서초네이처힐7단지,서울특별시 서초구 우면동,59.99
1085,2024,8,10,"120,000",2013,(토지임대부아파트)엘에이치서초5단지,서울특별시 서초구 우면동,84.99
1086,2024,8,10,"109,800",1994,코오롱,서울특별시 서초구 우면동,52.47
1087,2024,8,10,"230,000",2002,동아,서울특별시 서초구 잠원동,59.8
1088,2024,8,10,"198,000",1983,신반포16,서울특별시 서초구 잠원동,52.32
1089,2024,8,10,"142,500",1997,신화,서울특별시 서초구 잠원동,57.33
1090,2024,8,10,"200,000",1997,신화,서울특별시 서초구 잠원동,84.85
1091,2024,8,10,"250,000",1989,한강,서울특별시 서초구 잠원동,84.53
1092,2024,8,10,"250,000",1992,한신,서울특별시 서초구 잠원동,84.52
1093,2024,8,10,"202,000",1992,훼미리,서울특별시 서초구 잠원동,84.9
1094,2024,8,9,"218,000",2001,방배2차현대홈타운,서울특별시 서초구 방배동,84.94
1095,2024,8,9,"216,000",2009,래미안서초스위트,서울특별시 서초구 서초동,59.9958
1096,2024,8,9,"600,000",2004,아크로비스타,서울특별시 서초구 서초동,207.1
1097,2024,8,9,"258,000",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
1098,2024,8,9,"430,000",1979,신반포4,서울특별시 서초구 잠원동,137.1
1099,2024,8,8,"420,000",2021,서초그랑자이,서울특별시 서초구 서초동,119.41
1100,2024,8,8,"166,000",1999,방배1차현대홈타운,서울특별시 서초구 방배동,59.94
1101,2024,8,8,"120,000",2021,방배중앙센트레빌,서울특별시 서초구 방배동,59.873
1102,2024,8,8,"430,000",2021,서초그랑자이,서울특별시 서초구 서초동,119.41
1103,2024,8,8,"190,000",1993,유원서초,서울특별시 서초구 서초동,84.82
1104,2024,8,7,"330,000",1979,진흥아파트,서울특별시 서초구 서초동,160.46
1105,2024,8,7,"330,000",1979,진흥아파트,서울특별시 서초구 서초동,160.46
1106,2024,8,7,"230,000",2001,서초삼성래미안,서울특별시 서초구 서초동,121.66
1107,2024,8,7,"510,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.95
1108,2024,8,6,"147,000",2012,서초힐스,서울특별시 서초구 우면동,84.96
1109,2024,8,6,"39,000",2003,서초이오빌,서울특별시 서초구 서초동,43.2
1110,2024,8,6,"170,000",1992,대우(효령),서울특별시 서초구 방배동,84.91
1111,2024,8,6,"170,000",2005,방배래미안타워,서울특별시 서초구 방배동,134.96
1112,2024,8,6,"274,000",1987,반포미도,서울특별시 서초구 반포동,84.96
1113,2024,8,6,"460,000",2010,반포리체,서울특별시 서초구 반포동,138.257
1114,2024,8,6,"127,000",2014,서초포레스타5단지,서울특별시 서초구 신원동,59.93
1115,2024,8,6,"170,000",1989,현대아파트,서울특별시 서초구 서초동,84.34
1116,2024,8,6,"208,000",2005,서초동롯데캐슬리버티,서울특별시 서초구 서초동,125.79
1117,2024,8,6,"208,000",2005,서초동롯데캐슬리버티,서울특별시 서초구 서초동,125.79
1118,2024,8,6,"240,000",1989,한강,서울특별시 서초구 잠원동,84.53
1119,2024,8,6,"184,000",1983,신반포16,서울특별시 서초구 잠원동,52.77
1120,2024,8,6,"420,000",2022,반포르엘,서울특별시 서초구 잠원동,121.6097
1121,2024,8,5,"219,000",1993,현대,서울특별시 서초구 잠원동,84.87
1122,2024,8,5,"144,000",2002,미주파스텔,서울특별시 서초구 잠원동,59.57
1123,2024,8,5,"144,000",2002,미주파스텔,서울특별시 서초구 잠원동,59.57
1124,2024,8,5,"350,000",1988,삼풍아파트,서울특별시 서초구 서초동,130.73
1125,2024,8,5,"250,000",1978,신동아아파트(1차),서울특별시 서초구 서초동,101.6
1126,2024,8,5,"1,800,000",2016,아크로리버파크,서울특별시 서초구 반포동,234.91
1127,2024,8,5,"182,000",2010,서초교대e편한세상,서울특별시 서초구 서초동,84.97
1128,2024,8,5,"292,000",1979,진흥아파트,서울특별시 서초구 서초동,131.07
1129,2024,8,4,"195,000",1998,신반포청구,서울특별시 서초구 잠원동,59.91
1130,2024,8,3,"260,000",2006,롯데캐슬클래식,서울특별시 서초구 서초동,84.98
1131,2024,8,3,"135,000",2004,N-Suite(1513-2),서울특별시 서초구 서초동,112.35
1132,2024,8,3,"257,000",1988,삼풍아파트,서울특별시 서초구 서초동,79.47
1133,2024,8,3,"220,000",2006,방배아이파크,서울특별시 서초구 방배동,125.58
1134,2024,8,3,"285,000",2013,롯데캐슬아르떼,서울특별시 서초구 방배동,147.7221
1135,2024,8,3,"250,000",1983,방배신삼호,서울특별시 서초구 방배동,105.04
1136,2024,8,3,"410,000",1988,삼풍아파트,서울특별시 서초구 서초동,163.81
1137,2024,8,3,"261,500",2003,대림e-편한세상1,서울특별시 서초구 방배동,164.25
1138,2024,8,3,"96,500",2013,엘에이치서초4단지,서울특별시 서초구 우면동,51.89
1139,2024,8,3,"450,000",2016,아크로리버파크,서울특별시 서초구 반포동,84.99
1140,2024,8,3,"300,000",2003,서초래미안,서울특별시 서초구 서초동,126.31
1141,2024,8,3,"760,000",2009,래미안퍼스티지,서울특별시 서초구 반포동,198.04
1142,2024,8,3,"398,000",2009,반포자이,서울특별시 서초구 반포동,84.984
1143,2024,8,3,"205,000",1992,훼미리,서울특별시 서초구 잠원동,84.83
1144,2024,8,3,"195,000",1987,강변,서울특별시 서초구 잠원동,66.29
1145,2024,8,3,"350,000",2018,신반포자이,서울특별시 서초구 잠원동,84.92
1146,2024,8,2,"152,000",2003,방배대성유니드아파트,서울특별시 서초구 방배동,124.95
1147,2024,8,2,"325,000",1983,방배신삼호,서울특별시 서초구 방배동,185.46
