,year,month,day,price,built_yr,dong_name,apt_name,size,gu_code,size_pyung,price_pyung
185,2021,6,26,91000,2002,서초동,서초동삼성쉐르빌2,70.49,11650,21.168168168168165,4298.907646474678
186,2021,6,27,33200,2014,서초동,강남아르젠,18.53,11650,5.564564564564565,5966.324878575283
187,2021,6,28,248000,2006,서초동,롯데캐슬클래식,84.98,11650,25.51951951951952,9718.05130618969
188,2021,6,30,320000,1988,서초동,삼풍아파트,130.73,11650,39.25825825825825,8151.151227721259
189,2021,6,5,165000,2014,내곡동,서초더샵포레,84.81,11650,25.46846846846847,6478.599221789883
190,2021,6,7,137500,2014,내곡동,서초더샵포레,59.69,11650,17.924924924924923,7670.88289495728
191,2021,6,24,147000,2014,내곡동,서초더샵포레,59.69,11650,17.924924924924923,8200.871167699783
192,2021,6,28,160000,2014,내곡동,서초더샵포레,84.81,11650,25.46846846846847,6282.2780332507955
193,2021,6,3,192500,2014,신원동,서초포레스타5단지,101.35,11650,30.435435435435434,6324.864331524421
194,2021,6,3,192500,2014,신원동,서초포레스타5단지,101.35,11650,30.435435435435434,6324.864331524421
195,2021,6,11,185000,2014,신원동,서초포레스타5단지,84.41,11650,25.348348348348345,7298.3058879279715
