,monoth,deposit,m_rent,built_yr,dong_name,apt_name,size,gu_code,deposit1,deposit_new,size_p,deposit_p
142,202502,1000,67,2015,답십리동,청계푸르지오시티,18.92,11230,16408.16326530612,17408.16326530612,5.733333333333334,3036.3075462743227
143,202502,59800,0,2014,답십리동,래미안위브,84.98,11230,0.0,59800.0,25.751515151515154,2322.1934572840664
144,202502,4000,74,2017,회기동,민족통일MJ캠퍼스경희대,23.32,11230,18122.448979591834,22122.448979591834,7.066666666666667,3130.5352329611082
145,202502,46700,0,2014,답십리동,래미안위브,59.97,11230,0.0,46700.0,18.172727272727272,2569.7848924462232
146,202502,75000,0,2014,답십리동,래미안위브,84.98,11230,0.0,75000.0,25.751515151515154,2912.449988232525
147,202502,40000,0,2003,이문동,대림e-편한세상,59.958,11230,0.0,40000.0,18.169090909090908,2201.5410787551286
148,202502,38000,70,2003,제기동,안암골벽산,84.98,11230,17142.85714285714,55142.857142857145,25.751515151515154,2141.3441818242945
149,202502,39900,0,2000,전농동,전농SK,59.34,11230,0.0,39900.0,17.981818181818184,2218.9079878665316
150,202502,13800,15,2020,이문동,세진빌딩,11.48,11230,3673.4693877551017,17473.469387755104,3.478787878787879,5022.861409372112
151,202502,26250,0,2001,휘경동,주공2,39.98,11230,0.0,26250.0,12.115151515151515,2166.7083541770885
152,202502,51400,0,2012,전농동,래미안아름숲,84.91,11230,0.0,51400.0,25.73030303030303,1997.644564833353
153,202502,0,35,1992,답십리동,동답한신,35.45,11230,8571.42857142857,8571.42857142857,10.742424242424244,797.9044932500502
154,202502,54000,0,2007,장안동,래미안장안2차,64.85,11230,0.0,54000.0,19.651515151515152,2747.8797224363916
155,202502,59000,0,2019,휘경동,휘경SK뷰,84.31,11230,0.0,59000.0,25.54848484848485,2309.3345985055153
156,202502,51500,0,2018,답십리동,힐스테이트청계,84.85,11230,0.0,51500.0,25.71212121212121,2002.9463759575722
157,202502,68250,0,2019,답십리동,래미안미드카운티,84.99,11230,0.0,68250.0,25.754545454545454,2650.0176491351926
158,202502,63000,0,2011,회기동,회기힐스테이트,84.99,11230,0.0,63000.0,25.754545454545454,2446.1701376632545
159,202502,22200,12,2023,휘경동,회기역하트리움역세권청년주택,33.7442,11230,2938.7755102040815,25138.775510204083,10.225515151515152,2458.436092237287
160,202502,5000,150,2016,장안동,태솔아파트1차,59.77,11230,36734.69387755102,41734.69387755102,18.112121212121213,2304.241087433802
161,202502,60000,0,2014,답십리동,래미안위브,84.99,11230,0.0,60000.0,25.754545454545454,2329.6858453935756
162,202502,8000,120,2018,장안동,태솔아파트3차,58.24,11230,29387.755102040814,37387.755102040814,17.64848484848485,2118.46826642745
163,202502,60000,0,2011,용두동,래미안 허브리츠,84.96,11230,0.0,60000.0,25.745454545454546,2330.508474576271
164,202502,38000,0,2018,장안동,태솔아파트3차,57.98,11230,0.0,38000.0,17.56969696969697,2162.8147637116244
165,202502,52500,0,2019,답십리동,래미안미드카운티,59.98,11230,0.0,52500.0,18.175757575757576,2888.4628209403136
166,202502,45098,0,2019,답십리동,답십리파크자이,49.27,11230,0.0,45098.0,14.930303030303032,3020.5682971382175
167,202502,14300,48,2021,휘경동,휘경제이스카이시티(청년임대),30.27,11230,11755.102040816326,26055.102040816324,9.172727272727274,2840.496753706437
168,202502,10000,310,2023,용두동,청량리역한양수자인그라시엘,84.97,11230,75918.36734693877,85918.36734693877,25.74848484848485,3336.831967104836
169,202502,35000,50,2013,휘경동,브라운스톤휘경,84.91,11230,12244.897959183672,47244.89795918367,25.73030303030303,1836.1578526122496
170,202502,54000,0,2003,장안동,장안현대홈타운(336),84.87,11230,0.0,54000.0,25.718181818181822,2099.681866383881
171,202502,15000,103,2007,장안동,래미안장안2차,64.85,11230,25224.489795918365,40224.489795918365,19.651515151515152,2046.889997325067
172,202502,46200,0,2018,답십리동,힐스테이트청계,48.98,11230,0.0,46200.0,14.842424242424242,3112.6990608411597
173,202502,5000,200,2024,신설동,신설동역자이르네,45.943,11230,48979.59183673469,53979.59183673469,13.922121212121212,3877.2534022859736
174,202502,1000,89,2013,회기동,베라체캠퍼스,24.319,11230,21795.918367346938,22795.918367346938,7.369393939393939,3093.3233526150293
175,202502,52500,0,2019,답십리동,답십리파크자이,59.91,11230,0.0,52500.0,18.154545454545456,2891.8377566349523
176,202502,34000,7,2001,휘경동,주공1,84.82,11230,1714.2857142857142,35714.28571428572,25.703030303030303,1389.4970862667162
177,202502,46300,0,2019,답십리동,답십리파크자이,59.91,11230,0.0,46300.0,18.154545454545456,2550.325488232348
178,202502,36750,0,2000,전농동,전농SK,59.34,11230,0.0,36750.0,17.981818181818184,2043.7310414560159
179,202502,30000,50,2003,장안동,래미안장안,59.86,11230,12244.897959183672,42244.89795918367,18.13939393939394,2328.90349591223
180,202502,10000,100,1992,답십리동,동답한신,59.22,11230,24489.795918367345,34489.795918367345,17.945454545454545,1921.9237847114528
181,202502,55000,0,2010,답십리동,청계한신휴플러스,73.96,11230,0.0,55000.0,22.41212121212121,2454.0292049756627
182,202502,22000,35,2001,휘경동,주공2,39.98,11230,8571.42857142857,30571.428571428572,12.115151515151515,2523.4045594225686
183,202502,59000,20,2007,장안동,장안힐스테이트,84.789,11230,4897.959183673469,63897.95918367347,25.693636363636365,2486.9177051990523
184,202502,36750,0,2005,전농동,전농동신성미소지움,55.371,11230,0.0,36750.0,16.77909090909091,2190.2259305412576
185,202502,20000,10,2016,장안동,가우디캐슬,28.66,11230,2448.9795918367345,22448.979591836734,8.684848484848485,2584.844126066337
186,202502,59000,20,2007,장안동,장안힐스테이트,84.789,11230,4897.959183673469,63897.95918367347,25.693636363636365,2486.9177051990523
187,202502,62000,0,2003,장안동,래미안장안,115.681,11230,0.0,62000.0,35.054848484848485,1768.65690995064
188,202502,1000,67,2018,신설동,포레스트힐시티,14.75,11230,16408.16326530612,17408.16326530612,4.46969696969697,3894.7077135939116
189,202502,50000,0,2024,신설동,신설동역자이르네,42.972,11230,0.0,50000.0,13.021818181818183,3839.709578330075
190,202502,73500,0,2014,전농동,래미안크레시티,121.93,11230,0.0,73500.0,36.94848484848485,1989.2561305667184
191,202502,18000,0,2020,장안동,에스아이팰리스장안센텀,14.213,11230,0.0,18000.0,4.306969696969697,4179.27249700978
192,202502,45000,0,1997,전농동,동아,57.9,11230,0.0,45000.0,17.545454545454547,2564.7668393782383
193,202502,30000,0,1989,회기동,신현대,55.89,11230,0.0,30000.0,16.936363636363637,1771.3365539452495
194,202502,37000,0,2000,이문동,쌍용,59.99,11230,0.0,37000.0,18.17878787878788,2035.3392232038673
195,202502,34650,0,2004,제기동,한신아파트,59.84,11230,0.0,34650.0,18.133333333333336,1910.8455882352937
196,202502,25358,0,2014,용두동,리안빌딩,44.22,11230,0.0,25358.0,13.4,1892.3880597014925
197,202502,49800,0,2004,제기동,한신아파트,84.76,11230,0.0,49800.0,25.684848484848487,1938.8862671071258
198,202502,15000,39,2014,용두동,리안빌딩,48.24,11230,9551.020408163266,24551.020408163266,14.618181818181819,1679.4852269265914
199,202502,2568,6,2001,답십리동,답십리동아(임대),31.77,11230,1469.3877551020407,4037.3877551020405,9.627272727272727,419.3698329190033
200,202502,46000,0,2024,신설동,신설동역자이르네,45.943,11230,0.0,46000.0,13.922121212121212,3304.0942036871775
201,202502,47000,0,2002,이문동,중앙하이츠빌,84.81,11230,0.0,47000.0,25.700000000000003,1828.793774319066
202,202502,47000,0,2003,장안동,장안현대홈타운(336),59.54,11230,0.0,47000.0,18.042424242424243,2604.9714477662073
203,202502,45000,0,2001,휘경동,주공1,84.29,11230,0.0,45000.0,25.542424242424246,1761.7748250088976
204,202502,93400,0,2014,답십리동,래미안위브,140.62,11230,0.0,93400.0,42.61212121212122,2191.864599630209
205,202502,20000,200,2014,전농동,래미안크레시티,84.96,11230,48979.59183673469,68979.59183673469,25.745454545454546,2679.292055805373
206,202502,68250,0,2022,용두동,래미안엘리니티,84.99,11230,0.0,68250.0,25.754545454545454,2650.0176491351926
207,202502,40000,0,1989,답십리동,동서울한양,76.41,11230,0.0,40000.0,23.154545454545456,1727.5225755791125
208,202502,50000,70,2014,전농동,래미안크레시티,84.96,11230,17142.85714285714,67142.85714285714,25.745454545454546,2607.949959644875
209,202502,1000,85,2021,휘경동,이문휘경지웰에스테이트,14.1448,11230,20816.326530612245,21816.326530612245,4.2863030303030305,5089.776988788842
210,202502,35000,0,1994,용두동,신동아,49.68,11230,0.0,35000.0,15.054545454545455,2324.87922705314
211,202502,35000,0,2001,휘경동,주공2,59.13,11230,0.0,35000.0,17.91818181818182,1953.3231861998981
212,202502,70000,0,2003,장안동,장안현대홈타운(336),84.87,11230,0.0,70000.0,25.718181818181822,2721.8098267939195
213,202502,30000,0,2015,답십리동,청계푸르지오시티,30.42,11230,0.0,30000.0,9.218181818181819,3254.437869822485
214,202502,36000,0,1989,답십리동,동서울한양,59.67,11230,0.0,36000.0,18.081818181818182,1990.9502262443439
